Start: 284 418
End: 754 292

Start: 394 561
End: 854 429

Start: 319 6
End: 419 106

Start: 160 274
End: 576 171

Start: 82 214
End: 406 140

Start: 111 38
End: 241 168

Start: 290 448
End: 770 320

Start: 435 514
End: 866 391

Start: 166 44
End: 286 132

Start: 653 687
End: 1047 694

Start: 2 132
End: 249 98

Start: 143 699
End: 474 598

Start: 404 698
End: 466 679

Start: 802 246
End: 1049 184

Start: 19 494
End: 165 454

Start: 404 699
End: 576 647

Start: 906 545
End: 1046 636

Start: 347 72
End: 422 67

Start: 680 674
End: 812 672

Start: 771 615
End: 853 697

Start: 588 625
End: 869 540

Start: 675 669
End: 1047 656

Start: 766 659
End: 1047 654

Start: 814 69
End: 904 48

Start: 235 1
End: 361 127

Start: 465 622
End: 757 533

Start: 168 297
End: 577 195

Start: 21 4
End: 72 38

Start: 51 19
End: 232 15

Start: 984 660
End: 1041 698

Start: 883 577
End: 1043 681

Start: 72 0
End: 185 46

Start: 6 60
End: 268 46

Start: 907 684
End: 1047 684

Start: 185 322
End: 511 240

Start: 104 235
End: 281 194

Start: 77 103
End: 356 83

Start: 120 36
End: 304 160

Start: 648 683
End: 1035 677

Start: 379 300
End: 581 249

Start: 226 321
End: 391 280

Start: 757 633
End: 1048 607

Start: 596 698
End: 1034 698

Start: 876 579
End: 1046 689

Start: 639 689
End: 892 694

Start: 768 571
End: 943 517

Start: 116 79
End: 256 72

Start: 786 624
End: 999 601

Start: 722 652
End: 973 639

Start: 688 661
End: 1048 636

Start: 399 355
End: 486 331

Start: 394 653
End: 473 628

Start: 6 57
End: 336 34

Start: 754 630
End: 1049 605

Start: 365 5
End: 447 4

Start: 647 686
End: 1047 686

Start: 4 7
End: 218 7

Start: 845 635
End: 1038 635

Start: 283 356
End: 499 299

Start: 613 695
End: 819 695

Start: 867 653
End: 1038 644

Start: 0 32
End: 329 26

Start: 4 28
End: 206 18

Start: 824 74
